respondent_id,site_id,company_id,GPUR_1,GPUR_2,GPUR_3,GPUR_4,GOPS_1,GOPS_2,GOPS_3,GOPS_4,GLOG_1,GLOG_2,GLOG_3,GTRN_1,GTRN_2,GTRN_3,GCOL_1,GCOL_2,GCOL_3,SUPINT_1,SUPINT_2,SUPINT_3,MAINT_1,MAINT_2,MAINT_3,COMP_1,COMP_2,COMP_3,OE_1,OE_2,OE_3,OE_4,OE_5,EP_1,EP_2,EP_3,EP_4,EP_5
SYN_029_R3,SYN_029,SyntheticCo,3,4,4,4,4,4,3,4,3,2,3,3,3,4,4,5,4,3,3,3,3,2,3,3,3,3,3,4,3,2,3,4,2,3,4,3
SYN_029_R4,SYN_029,SyntheticCo,3,2,4,3,4,4,4,3,3,3,3,2,3,2,5,4,3,3,2,3,4,5,4,3,3,2,5,3,5,4,2,3,3,3,3,5
SYN_029_R5,SYN_029,SyntheticCo,3,3,4,3,4,3,4,4,3,4,4,3,3,2,4,4,4,3,3,3,2,3,2,2,3,2,4,4,3,3,4,3,3,4,4,4
SYN_030_R1,SYN_030,SyntheticCo,4,2,4,4,5,4,4,4,3,2,3,2,3,4,2,3,2,4,3,3,4,4,4,3,3,3,5,4,4,3,4,4,5,4,4,3
SYN_030_R2,SYN_030,SyntheticCo,4,3,3,4,4,5,4,4,2,3,2,2,4,3,3,3,2,4,3,2,4,4,4,4,2,3,3,4,4,4,3,3,4,5,4,3
SYN_030_R3,SYN_030,SyntheticCo,4,5,4,4,4,4,4,4,2,2,3,4,4,4,3,3,4,4,3,3,4,4,4,3,3,3,2,4,4,3,3,3,4,5,5,3
SYN_030_R4,SYN_030,SyntheticCo,4,4,4,4,4,5,5,3,3,3,3,4,3,3,3,2,3,3,3,4,4,4,4,3,3,2,4,4,2,4,3,3,3,4,5,3
SYN_030_R5,SYN_030,SyntheticCo,4,5,3,5,4,5,5,4,3,2,3,4,3,3,3,3,3,3,3,4,5,5,3,3,2,3,5,3,3,3,4,4,4,4,3,4
SYN_031_R1,SYN_031,SyntheticCo,4,4,3,4,4,5,3,4,4,5,5,5,4,5,5,3,5,5,4,3,5,4,4,4,4,3,3,4,5,5,3,3,3,4,3,3
SYN_031_R2,SYN_031,SyntheticCo,4,4,4,4,4,3,5,4,5,4,4,4,5,4,4,4,5,3,4,4,3,5,5,4,4,3,3,4,3,4,4,4,4,4,3,3
SYN_031_R3,SYN_031,SyntheticCo,4,4,4,3,4,5,5,4,5,5,5,5,5,5,5,4,4,4,4,3,4,4,5,4,3,4,4,3,4,3,3,3,3,3,3,3
SYN_031_R4,SYN_031,SyntheticCo,4,4,4,4,3,4,4,4,5,5,5,4,5,5,4,5,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,3
SYN_031_R5,SYN_031,SyntheticCo,4,5,5,5,4,4,5,4,5,5,5,4,5,5,4,4,5,5,4,3,4,5,5,3,4,4,4,4,3,4,5,3,4,3,3,4
SYN_032_R1,SYN_032,SyntheticCo,3,3,4,3,3,3,3,3,4,3,4,3,4,4,4,4,3,3,4,3,4,4,4,4,3,3,3,3,3,3,4,2,2,4,3,3
SYN_032_R2,SYN_032,SyntheticCo,3,3,3,3,4,3,3,2,4,5,4,1,4,5,2,4,2,4,3,2,3,4,3,4,3,2,3,4,4,2,2,2,2,3,3,2
SYN_032_R3,SYN_032,SyntheticCo,4,4,3,3,2,3,3,3,4,4,4,4,4,3,4,3,3,4,3,4,3,3,3,3,2,4,3,4,3,4,3,2,2,2,4,4
SYN_032_R4,SYN_032,SyntheticCo,4,3,4,3,3,4,3,4,4,4,4,2,3,4,4,3,3,4,4,4,3,3,4,1,4,5,2,3,3,3,4,3,3,3,3,5
SYN_032_R5,SYN_032,SyntheticCo,3,3,2,3,4,2,2,3,5,4,4,2,4,4,2,4,4,4,4,4,3,4,2,2,3,3,3,3,4,4,2,3,2,3,3,1
SYN_033_R1,SYN_033,SyntheticCo,5,4,3,5,3,3,3,4,3,3,4,4,3,4,5,3,3,4,4,3,3,2,2,3,3,4,3,3,3,4,4,4,3,4,3,4
SYN_033_R2,SYN_033,SyntheticCo,5,4,3,4,3,2,4,4,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,2,3,3,2,3,4,5,3,3,3,4
SYN_033_R3,SYN_033,SyntheticCo,4,3,3,2,4,3,3,2,3,3,3,4,4,4,4,4,3,4,4,4,4,2,3,3,4,3,4,4,4,4,2,4,3,3,3,4
SYN_033_R4,SYN_033,SyntheticCo,4,5,3,5,3,3,2,4,3,3,4,4,4,3,3,3,4,5,4,5,4,3,4,4,4,4,3,3,3,4,3,4,4,3,3,4
SYN_033_R5,SYN_033,SyntheticCo,4,3,3,3,4,4,4,3,4,3,4,4,3,3,3,3,3,5,5,3,2,3,3,4,4,3,3,3,3,3,2,3,3,4,4,4
SYN_034_R1,SYN_034,SyntheticCo,1,2,3,1,4,2,4,3,3,4,1,4,2,3,3,3,2,4,2,4,3,3,5,4,5,5,3,4,4,5,4,4,4,4,4,4
SYN_034_R2,SYN_034,SyntheticCo,2,2,2,2,3,4,3,4,1,3,2,3,3,3,2,4,3,3,3,2,4,5,4,3,4,4,4,4,2,4,3,3,4,4,3,4
SYN_034_R3,SYN_034,SyntheticCo,3,3,2,2,4,2,4,3,2,1,2,4,2,4,3,3,4,2,4,4,5,4,3,3,4,4,3,4,5,4,3,3,4,4,4,3
SYN_034_R4,SYN_034,SyntheticCo,3,3,2,2,3,5,3,4,2,2,2,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,2,5,3,5,3,3,2,4,3
SYN_034_R5,SYN_034,SyntheticCo,2,2,3,3,4,3,4,3,2,2,3,4,4,3,4,3,3,3,3,4,4,4,4,5,5,3,4,4,4,3,4,5,3,3,3,3
SYN_035_R1,SYN_035,SyntheticCo,5,4,4,4,3,2,4,4,4,3,3,4,4,3,4,3,3,2,4,4,4,3,4,3,4,3,3,3,2,4,3,3,3,3,4,5
SYN_035_R2,SYN_035,SyntheticCo,3,3,3,4,3,3,3,3,4,4,4,2,4,5,4,2,3,3,5,4,3,3,2,3,3,4,2,3,4,3,4,3,4,3,3,4
SYN_035_R3,SYN_035,SyntheticCo,3,4,3,4,4,4,3,3,4,3,3,4,4,3,4,3,4,3,3,4,4,3,4,3,3,3,4,3,4,3,3,4,3,3,3,4
SYN_035_R4,SYN_035,SyntheticCo,3,4,4,4,3,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,4,3,3,4,4,3,4,4,3,3,3,3,3,4,3,3
SYN_035_R5,SYN_035,SyntheticCo,4,3,4,4,3,3,3,2,4,5,3,4,4,5,4,2,4,5,4,3,3,2,4,3,3,3,3,4,3,3,3,2,3,3,4,3
SYN_036_R1,SYN_036,SyntheticCo,5,3,3,3,5,5,3,4,4,3,4,4,4,4,5,5,3,3,3,4,3,4,4,3,4,5,4,3,4,4,4,4,4,3,3,3
SYN_036_R2,SYN_036,SyntheticCo,4,3,4,4,4,4,5,4,3,4,4,3,4,4,4,3,5,3,5,4,4,4,4,3,4,5,3,4,3,3,5,3,3,5,4,5
SYN_036_R3,SYN_036,SyntheticCo,3,4,3,4,3,5,4,4,3,3,4,3,4,5,4,3,3,4,4,3,4,4,5,4,4,3,3,4,4,3,4,3,4,4,4,4
SYN_036_R4,SYN_036,SyntheticCo,3,3,5,4,4,4,3,4,4,4,5,3,4,4,2,4,3,5,4,3,4,4,3,4,4,5,4,4,4,4,4,5,4,4,5,4
SYN_036_R5,SYN_036,SyntheticCo,4,5,5,4,4,5,5,4,3,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,5,5,4,4,4,3,3,3,4,3,3,4
SYN_037_R1,SYN_037,SyntheticCo,3,3,3,4,3,3,3,3,3,3,4,3,2,3,3,2,3,4,3,4,4,4,5,3,3,4,3,3,3,3,3,3,4,3,2,3
SYN_037_R2,SYN_037,SyntheticCo,3,3,4,3,4,3,4,3,4,4,4,3,4,2,3,3,4,4,2,4,2,2,3,3,2,3,3,4,3,3,3,4,2,3,3,3
SYN_037_R3,SYN_037,SyntheticCo,3,3,3,3,3,3,3,3,3,2,4,3,4,3,4,3,3,2,3,4,4,2,3,3,3,2,2,3,2,3,3,4,3,3,4,4
SYN_037_R4,SYN_037,SyntheticCo,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,2,3,3,3,3,2,2,3,3,4,3,3,3,4,3,3,3,4,4
SYN_037_R5,SYN_037,SyntheticCo,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,3,3,3,3,2,2,4,3,3,2,3,4,3,3,4,2
SYN_038_R1,SYN_038,SyntheticCo,4,4,1,3,3,3,3,4,3,2,3,4,3,2,5,3,4,3,4,4,4,2,2,3,3,2,4,3,4,5,3,4,3,4,3,3
SYN_038_R2,SYN_038,SyntheticCo,3,3,3,4,3,4,3,4,2,3,3,3,4,4,4,3,4,3,3,3,3,3,2,3,4,4,3,3,4,2,4,4,5,3,4,4
SYN_038_R3,SYN_038,SyntheticCo,3,2,3,3,4,4,3,3,2,4,2,4,4,4,4,4,4,3,4,3,3,4,3,4,3,3,4,4,4,3,3,5,4,3,5,4
SYN_038_R4,SYN_038,SyntheticCo,4,2,3,4,3,3,3,4,2,3,2,4,4,3,3,5,4,3,2,3,2,3,4,3,4,3,3,5,3,4,3,5,3,4,4,4
SYN_038_R5,SYN_038,SyntheticCo,3,3,4,3,4,3,4,3,3,2,3,3,3,3,4,3,4,3,5,4,3,4,2,2,3,3,3,4,4,3,4,4,4,3,5,4
SYN_039_R1,SYN_039,SyntheticCo,4,3,4,3,2,3,2,1,2,5,5,4,3,2,4,4,3,5,5,4,3,2,4,3,3,3,3,3,2,4,3,5,4,4,3,5
SYN_039_R2,SYN_039,SyntheticCo,3,3,3,3,1,2,3,2,4,4,4,2,3,3,3,4,3,4,4,3,3,2,2,2,2,4,3,3,3,4,3,4,4,5,5,4
SYN_039_R3,SYN_039,SyntheticCo,4,5,2,3,2,2,2,1,5,3,4,3,3,2,3,4,4,4,3,4,3,3,4,3,2,3,3,3,3,2,3,4,4,5,5,5
SYN_039_R4,SYN_039,SyntheticCo,4,4,4,5,3,3,2,2,4,4,3,3,1,4,4,4,5,4,5,3,4,3,3,4,2,3,4,2,3,3,4,3,5,4,4,3
SYN_039_R5,SYN_039,SyntheticCo,3,4,3,4,2,2,2,2,4,4,4,3,3,2,4,4,3,3,3,4,2,3,2,2,3,3,2,3,3,3,3,4,5,4,4,4
SYN_040_R1,SYN_040,SyntheticCo,5,5,4,5,4,4,4,4,4,5,4,4,3,3,4,4,5,4,5,4,4,4,2,4,3,3,4,4,4,5,4,5,4,5,5,3
SYN_040_R2,SYN_040,SyntheticCo,5,4,5,5,4,3,4,3,5,5,5,2,3,3,4,5,4,5,5,3,4,3,3,3,4,4,4,4,4,4,4,4,5,4,3,3
SYN_040_R3,SYN_040,SyntheticCo,5,4,5,5,3,3,3,4,5,4,5,4,3,3,5,4,5,5,4,5,4,4,3,3,3,3,4,3,4,4,3,4,4,4,4,4
SYN_040_R4,SYN_040,SyntheticCo,4,4,5,5,3,3,3,5,4,4,5,3,2,4,4,5,4,4,5,5,4,4,3,4,4,3,5,4,4,4,4,3,4,4,4,4
SYN_040_R5,SYN_040,SyntheticCo,5,5,5,5,3,5,3,3,4,4,5,4,3,3,5,4,4,5,4,5,4,4,3,4,3,3,4,3,5,3,4,5,4,4,4,5
SYN_041_R1,SYN_041,SyntheticCo,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,4,3,4,3,4,3,4,3,4,3,3,4,4
SYN_041_R2,SYN_041,SyntheticCo,5,4,5,4,4,3,4,2,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,5,4,4,4
SYN_041_R3,SYN_041,SyntheticCo,3,4,3,3,5,3,3,4,3,3,4,3,2,4,4,5,4,5,5,4,3,3,2,4,4,4,4,4,4,3,3,3,3,3,4,2
SYN_041_R4,SYN_041,SyntheticCo,3,4,3,5,3,3,3,3,3,3,3,3,2,3,5,5,5,5,4,4,2,4,3,5,4,5,4,4,5,3,3,3,3,4,3,4
SYN_041_R5,SYN_041,SyntheticCo,4,3,5,4,4,4,4,3,2,3,3,3,3,3,4,5,4,4,4,5,3,3,3,4,5,4,4,4,3,3,4,3,3,2,3,3
SYN_042_R1,SYN_042,SyntheticCo,4,3,4,3,4,3,4,4,3,4,3,4,4,4,3,4,4,4,3,4,4,5,3,3,5,3,2,3,2,4,4,3,3,4,2,3
SYN_042_R2,SYN_042,SyntheticCo,3,3,3,3,4,3,4,4,4,3,4,4,4,5,3,4,4,4,3,3,5,4,3,4,3,3,4,3,3,4,4,4,4,3,2,3
SYN_042_R3,SYN_042,SyntheticCo,4,3,3,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,3,3,2,3,4,3,4,2,3,4,4,4
SYN_042_R4,SYN_042,SyntheticCo,3,4,3,3,3,2,3,4,4,4,3,3,5,3,3,3,4,3,3,3,3,3,5,2,3,3,4,3,4,3,4,3,2,4,4,4
SYN_042_R5,SYN_042,SyntheticCo,3,5,3,4,4,5,3,3,3,5,4,4,5,4,3,3,3,4,4,3,3,5,4,3,4,3,4,4,4,4,4,4,3,4,3,4
SYN_043_R1,SYN_043,SyntheticCo,3,3,2,3,3,2,3,3,4,4,2,3,2,3,3,3,3,3,4,3,4,4,3,1,3,2,4,3,2,4,3,4,3,3,3,2
SYN_043_R2,SYN_043,SyntheticCo,3,2,3,3,3,2,4,3,3,4,3,2,4,3,3,3,4,3,2,3,4,3,3,3,3,2,3,3,3,3,3,2,3,3,4,2
SYN_043_R3,SYN_043,SyntheticCo,3,3,3,3,4,3,3,3,3,4,3,2,3,3,2,4,3,2,1,2,3,3,3,2,2,2,3,3,3,4,3,3,3,4,3,3
SYN_043_R4,SYN_043,SyntheticCo,3,4,3,4,4,3,3,2,3,3,3,2,2,3,3,2,3,2,3,4,3,2,3,2,1,3,4,4,3,4,3,3,3,3,2,3
SYN_043_R5,SYN_043,SyntheticCo,3,3,4,2,3,2,3,4,4,3,3,2,3,3,3,2,2,3,4,2,3,4,3,3,3,2,3,3,3,3,4,2,4,3,3,3
SYN_044_R1,SYN_044,SyntheticCo,4,4,3,4,2,3,4,4,3,3,3,3,2,3,4,3,4,4,4,3,3,2,3,3,4,3,3,2,3,3,4,3,3,4,3,3
SYN_044_R2,SYN_044,SyntheticCo,5,3,4,4,4,3,3,3,3,5,4,3,3,3,3,3,4,4,5,3,3,3,4,2,3,3,3,2,2,4,2,3,3,3,3,3
SYN_044_R3,SYN_044,SyntheticCo,3,4,4,2,4,3,4,4,4,4,4,4,2,3,4,4,4,4,5,5,3,3,4,2,2,3,3,3,3,2,3,3,4,4,4,3
SYN_044_R4,SYN_044,SyntheticCo,3,4,4,5,5,2,3,3,4,4,4,3,2,2,3,3,3,4,4,4,4,3,4,3,3,2,3,3,3,3,3,4,3,4,3,4
SYN_044_R5,SYN_044,SyntheticCo,3,3,4,3,3,4,3,3,3,3,5,2,2,3,3,5,3,5,5,4,3,3,3,2,2,1,3,3,3,2,2,3,3,3,4,5
SYN_045_R1,SYN_045,SyntheticCo,3,4,3,2,4,3,4,3,2,4,3,3,5,4,4,3,3,4,4,4,4,4,4,4,4,3,5,4,4,5,3,5,4,4,3,3
SYN_045_R2,SYN_045,SyntheticCo,3,3,4,3,2,3,5,3,4,3,3,5,4,5,3,4,3,4,4,3,5,4,4,5,4,4,4,4,4,4,4,4,4,3,4,3
SYN_045_R3,SYN_045,SyntheticCo,5,2,3,3,5,3,4,4,3,4,4,4,4,3,3,3,3,2,4,2,4,3,3,5,5,5,5,4,5,3,5,3,3,4,4,4
SYN_045_R4,SYN_045,SyntheticCo,3,3,4,3,4,4,4,3,3,2,3,5,4,4,4,2,3,4,2,3,5,5,4,5,4,5,4,4,4,5,5,4,3,3,4,4
SYN_045_R5,SYN_045,SyntheticCo,3,3,4,3,4,5,5,4,2,3,5,4,4,5,4,5,3,3,4,3,4,4,5,5,5,4,5,5,5,4,3,3,3,3,4,5
SYN_046_R1,SYN_046,SyntheticCo,4,3,2,4,3,2,4,4,2,3,3,4,3,3,4,3,4,3,2,4,3,3,3,3,4,2,4,4,4,3,3,4,3,3,4,4
SYN_046_R2,SYN_046,SyntheticCo,2,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,3,3,3,2,3,3,3,4,2,4,4,4,3,3,3,3,3,3
SYN_046_R3,SYN_046,SyntheticCo,3,3,3,2,3,3,3,4,4,2,4,3,3,2,5,3,4,3,4,4,3,3,4,3,3,3,2,3,3,2,3,3,4,3,3,4
SYN_046_R4,SYN_046,SyntheticCo,3,4,3,3,4,3,3,4,3,3,4,3,2,3,3,5,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,5
SYN_046_R5,SYN_046,SyntheticCo,3,3,3,2,4,3,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,4,3,3,4,3,3,5,3,4,4,3,4,4,4
SYN_047_R1,SYN_047,SyntheticCo,4,4,4,4,4,4,3,4,4,4,4,5,4,4,5,4,5,4,4,4,4,3,4,4,3,4,3,4,3,4,3,4,4,3,3,4
SYN_047_R2,SYN_047,SyntheticCo,4,3,5,4,4,4,3,4,4,4,4,4,3,4,4,5,5,5,5,4,4,3,3,5,4,4,3,3,3,4,3,4,3,3,4,3
SYN_047_R3,SYN_047,SyntheticCo,5,3,4,3,3,5,5,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,3,4,5,2,4,5,3,3,4,4,4
SYN_047_R4,SYN_047,SyntheticCo,4,5,4,4,4,3,4,4,4,4,3,4,4,5,4,5,5,5,4,3,4,3,4,4,3,3,4,3,4,4,4,4,4,3,4,4
SYN_047_R5,SYN_047,SyntheticCo,4,4,4,4,5,5,4,4,4,4,4,4,4,3,5,5,4,5,5,4,4,4,4,4,3,5,4,3,3,4,3,4,4,3,3,4
SYN_048_R1,SYN_048,SyntheticCo,3,4,3,3,4,4,3,3,3,3,3,4,4,5,4,3,4,4,2,3,4,4,4,5,4,5,3,3,3,2,4,5,4,4,3,3
SYN_048_R2,SYN_048,SyntheticCo,4,5,4,4,4,4,3,3,2,3,3,3,4,4,3,4,4,2,3,2,3,4,4,4,4,4,3,3,4,3,3,5,3,4,4,4
SYN_048_R3,SYN_048,SyntheticCo,4,4,4,3,4,5,4,4,3,2,3,5,5,4,4,5,4,4,3,3,4,5,5,3,4,5,3,3,4,4,3,3,3,3,3,3
SYN_048_R4,SYN_048,SyntheticCo,3,3,3,4,2,3,2,4,2,3,4,5,3,4,3,3,4,3,3,2,5,3,4,4,4,4,3,3,3,4,4,3,4,4,3,3
SYN_048_R5,SYN_048,SyntheticCo,4,3,5,3,3,3,5,3,3,3,3,4,4,2,4,4,4,4,3,3,4,5,4,3,4,5,4,4,3,4,3,3,3,4,3,3
SYN_049_R1,SYN_049,SyntheticCo,5,5,4,3,5,4,4,5,4,4,4,5,4,3,3,4,3,3,4,5,4,4,4,5,5,3,4,5,4,4,5,4,5,5,4,4
SYN_049_R2,SYN_049,SyntheticCo,3,4,4,4,5,5,5,4,5,4,3,4,4,4,3,4,4,4,5,4,5,4,5,4,4,4,4,5,4,4,4,5,4,4,3,4
SYN_049_R3,SYN_049,SyntheticCo,5,4,4,5,4,5,5,4,3,5,4,4,4,4,5,3,4,3,5,4,4,4,4,4,5,5,4,5,4,4,3,4,4,3,5,5
SYN_049_R4,SYN_049,SyntheticCo,4,3,3,4,5,4,5,4,4,5,4,3,5,4,4,3,5,4,4,4,4,4,4,5,4,4,3,3,5,4,4,4,4,5,4,3
SYN_049_R5,SYN_049,SyntheticCo,4,5,5,5,4,4,3,5,5,4,4,5,5,5,4,4,4,5,4,4,5,5,4,4,5,5,4,5,4,5,5,4,4,4,4,3
SYN_050_R1,SYN_050,SyntheticCo,4,4,4,4,4,3,4,4,2,4,2,3,3,4,3,3,4,2,2,3,2,3,3,4,4,4,3,2,3,4,4,3,2,3,4,2
SYN_050_R2,SYN_050,SyntheticCo,3,4,3,3,4,4,3,3,5,3,4,4,3,3,5,5,3,3,3,2,4,3,3,3,3,3,2,4,3,4,3,3,4,3,3,4
SYN_050_R3,SYN_050,SyntheticCo,3,4,4,4,4,4,3,3,5,3,3,4,4,3,4,3,4,2,3,2,3,4,4,3,4,4,3,2,3,3,4,3,2,4,3,3
SYN_050_R4,SYN_050,SyntheticCo,3,3,4,3,3,3,5,4,2,4,4,3,2,3,5,5,3,4,1,2,3,4,4,4,3,4,3,2,2,4,3,2,3,3,3,2
SYN_050_R5,SYN_050,SyntheticCo,5,4,3,3,4,3,4,3,3,3,3,4,3,3,3,3,4,3,1,3,4,4,3,2,3,3,3,1,3,4,3,4,2,2,4,3
SYN_051_R1,SYN_051,SyntheticCo,4,3,4,3,4,5,4,3,3,3,5,3,3,4,4,3,3,3,3,3,3,3,5,4,4,3,4,3,4,4,4,5,4,4,4,4
SYN_051_R2,SYN_051,SyntheticCo,3,4,3,3,4,4,3,3,4,4,5,5,4,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,3,4,4,4,2,3,4,2
SYN_051_R3,SYN_051,SyntheticCo,4,4,3,3,3,3,3,3,4,4,4,5,3,4,3,3,2,2,2,3,4,2,3,3,3,4,3,3,4,4,3,4,3,4,4,3
SYN_051_R4,SYN_051,SyntheticCo,4,3,4,4,4,4,4,3,3,2,4,3,4,2,3,4,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,2,4,4,2,4
SYN_051_R5,SYN_051,SyntheticCo,4,4,3,3,4,4,4,4,4,4,5,4,4,5,3,4,3,4,4,3,4,4,3,3,4,4,3,3,4,3,5,4,3,4,3,4
SYN_052_R1,SYN_052,SyntheticCo,3,3,4,5,4,3,4,4,3,4,3,3,3,4,2,3,3,5,5,3,4,3,4,5,4,4,4,5,2,4,4,3,4,5,3,5
SYN_052_R2,SYN_052,SyntheticCo,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,5,2,4,4,4,4,4,4,4,4,3,5,4,4,4,4,5,5,5,4
SYN_052_R3,SYN_052,SyntheticCo,4,4,3,3,4,4,3,4,4,4,4,3,5,3,2,3,3,4,4,4,3,4,4,5,4,3,3,4,3,3,5,3,5,4,4,3
SYN_052_R4,SYN_052,SyntheticCo,4,4,3,4,3,3,3,4,3,4,3,4,4,3,4,3,3,4,4,4,4,3,4,4,3,4,5,4,4,4,5,2,4,3,3,4
SYN_052_R5,SYN_052,SyntheticCo,5,5,4,4,3,4,4,4,4,3,4,3,4,3,3,4,3,4,4,3,4,4,3,4,4,4,5,4,4,4,4,4,4,3,4,4
SYN_053_R1,SYN_053,SyntheticCo,3,3,5,3,2,2,4,4,3,4,4,3,3,3,3,3,2,3,4,3,4,4,4,4,4,4,3,3,3,3,3,4,2,3,2,3
SYN_053_R2,SYN_053,SyntheticCo,5,3,3,3,3,4,3,4,2,2,3,2,4,2,2,3,2,2,4,3,3,3,4,4,3,3,3,4,3,4,3,3,2,2,2,2
SYN_053_R3,SYN_053,SyntheticCo,3,2,3,3,3,3,4,3,3,2,2,2,4,3,2,2,2,3,3,3,5,4,4,4,3,4,3,4,3,3,3,4,2,4,3,2
SYN_053_R4,SYN_053,SyntheticCo,3,2,3,2,3,4,3,3,2,3,5,3,3,3,3,3,3,4,3,3,4,3,4,3,2,4,2,4,3,4,4,2,2,2,2,4
SYN_053_R5,SYN_053,SyntheticCo,3,4,3,3,3,4,3,2,4,3,3,1,3,3,3,3,2,3,3,4,3,4,3,3,4,3,3,2,3,2,3,4,3,3,4,3
SYN_054_R1,SYN_054,SyntheticCo,3,3,4,3,3,4,4,3,2,3,3,5,5,4,3,4,3,3,3,2,4,4,5,3,3,3,3,3,4,4,4,3,4,3,4,4
SYN_054_R2,SYN_054,SyntheticCo,4,5,4,5,3,3,4,3,3,3,4,4,4,4,3,3,4,3,3,3,5,4,4,2,3,4,4,4,4,4,5,4,5,4,3,4
SYN_054_R3,SYN_054,SyntheticCo,4,5,5,5,4,4,3,4,3,3,3,4,4,4,2,3,4,4,4,4,4,4,5,3,3,3,3,4,4,4,4,4,4,3,3,4
SYN_054_R4,SYN_054,SyntheticCo,3,4,5,5,4,4,5,2,3,3,3,5,4,4,3,3,3,3,3,4,5,5,4,2,3,5,5,4,4,4,3,5,4,4,4,4
SYN_054_R5,SYN_054,SyntheticCo,3,3,4,3,4,4,4,4,3,4,3,4,4,4,3,4,3,4,4,3,5,4,5,3,3,3,3,4,3,4,4,4,3,4,4,4
SYN_055_R1,SYN_055,SyntheticCo,4,3,2,4,3,2,3,4,3,5,3,4,3,4,3,2,5,3,3,4,4,4,2,4,3,5,2,3,3,3,3,5,4,4,3,5
SYN_055_R2,SYN_055,SyntheticCo,3,4,5,4,4,1,3,4,4,3,3,2,4,3,4,4,3,3,3,3,2,3,2,3,4,4,3,3,4,3,3,4,4,4,4,4
SYN_055_R3,SYN_055,SyntheticCo,2,2,3,3,4,3,4,2,3,3,4,3,4,3,3,4,4,2,3,2,2,3,3,4,4,4,3,3,3,2,3,4,4,5,3,4
SYN_055_R4,SYN_055,SyntheticCo,2,3,3,4,3,3,3,2,3,3,4,4,4,4,2,4,3,4,4,3,2,3,3,4,4,4,4,3,2,3,3,4,4,3,4,4
SYN_055_R5,SYN_055,SyntheticCo,4,3,2,4,3,2,3,3,4,3,4,3,3,3,3,4,5,3,3,3,3,2,3,5,3,4,3,3,3,3,4,5,4,4,5,3
SYN_056_R1,SYN_056,SyntheticCo,3,4,4,4,3,2,3,4,3,4,3,3,4,4,4,3,3,4,4,5,5,5,3,4,4,4,4,5,4,4,3,4,4,4,4,4
SYN_056_R2,SYN_056,SyntheticCo,4,4,4,3,4,3,2,3,4,4,2,4,5,4,4,4,4,5,2,5,4,5,3,3,4,4,4,4,4,4,4,4,4,5,5,5
SYN_056_R3,SYN_056,SyntheticCo,4,2,4,3,3,3,3,3,3,4,3,4,4,4,4,4,4,5,4,3,4,4,4,5,4,4,4,4,4,4,3,4,5,4,5,3
SYN_056_R4,SYN_056,SyntheticCo,3,4,4,4,3,4,3,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,5,3,3,3,3,3,4,5,5,4,5
SYN_056_R5,SYN_056,SyntheticCo,3,3,4,3,3,4,3,3,3,4,4,4,3,3,3,4,4,4,3,4,3,4,4,3,4,5,4,4,4,3,3,3,5,5,4,4
SYN_057_R1,SYN_057,SyntheticCo,3,4,5,4,3,2,4,3,2,3,2,3,3,3,4,4,4,3,5,3,3,3,3,2,4,2,4,3,3,4,5,3,3,3,3,3
SYN_057_R2,SYN_057,SyntheticCo,4,3,5,4,3,3,3,4,2,2,3,4,4,4,4,3,4,3,2,4,3,3,3,4,4,4,4,3,4,3,3,5,4,4,3,4
SYN_057_R3,SYN_057,SyntheticCo,4,4,4,4,4,3,3,4,3,3,3,2,4,3,3,3,4,3,3,3,3,3,4,2,3,3,4,3,3,4,4,4,3,3,4,3
SYN_057_R4,SYN_057,SyntheticCo,4,4,3,5,3,3,3,4,4,3,3,3,3,4,3,2,5,3,3,4,3,3,3,2,3,4,4,3,4,2,4,4,5,3,3,3
SYN_057_R5,SYN_057,SyntheticCo,4,4,4,3,2,3,4,3,4,4,3,3,3,4,4,4,3,3,3,3,4,2,3,3,3,4,3,3,5,4,4,4,3,5,4,3
SYN_058_R1,SYN_058,SyntheticCo,3,4,4,3,4,4,4,4,4,5,4,4,4,5,4,5,5,4,3,5,4,3,4,4,5,4,5,5,4,4,5,4,5,4,4,4
